DEPARTAMENTO_PRESTACION,MUNICIPIO_PRESTACION,SERVICIO,ESTADO,NOMBRE,NIT,DEPARTAMENTO_DOMICILIO,MUNICIPIO_DOMICILIO,DIRECCION,TELEFONO,EMAIL,TIPO_INSCRIPCION,REPRESENTANTE_LEGAL,TIPO_PRESTADOR,CLASIFICACION
NARINO,EL TAMBO,ASEO,OPERATIVA,ALCALDIA MUNICIPAL DEL TAMBO NARIÑO,,NARINO,EL TAMBO,BARRIO EL COMERCIO CALLE 3_No10_29 PLAZA PRNCIPAL,7450135,pedro.jimenez85@hotmail.com,Registro por la ESP,WILLIAM ERNESTO DORADO HIDALGO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ALCANTARILLADO,OPERATIVA,"ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE EL TAMBO NARINO",,NARINO,EL TAMBO,barrio el centro,7450135,larcapi@latinmail.com,Registro por la ESP,JUAN BAUTISTA GOMEZ MADRONERO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DEL BARRIO SAN JOSE MUNICIPIO DEL TAMBO,,NARINO,EL TAMBO,BARRIO SAN JOSE CARRERA 10,3136521,ndpaa@hotmail.com,Registro por la ESP,NELSY BERNARDA SINZA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO REGIONAL DE TANGUANA,,NARINO,EL TAMBO,VEREDA VILLANUEVA JAIR GOMEZ,3117680,juntanguana@hotmail.com,Registro por la ESP,JAIR HELIBERTO GOMEZ GUERRA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA LAS PALMAS,,NARINO,EL TAMBO,VEREDA LAS PALMAS,3103738,jaclaspalmas@gmail.com,Registro por la ESP,GUADALUPE CORDOBA MUÑOZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA TROJAYACO,,NARINO,EL TAMBO,VEREDA TROJAYACO,3136756,contactenos@eltambo-narino.gov.co,Registro por la ESP,HUGO HERNAN BURBANO ROJAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO EL BARRIO EL ROSAL,,NARINO,EL TAMBO,BARRIO EL ROSAL,3137926,acueductoelrosal@hotmail.com,Registro por la ESP,LUIS EFREN JIMENEZ GUERRA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FRANCISCO PIZARRO,ASEO,OPERATIVA,ASOCIACION DE USUARIOS AAA DE FRANCISCO PIZARRO,,NARINO,FRANCISCO PIZARRO,BARRIO SAN ANDRES - PLAZA PRINCIPAL,7271912,asofranc@gmail.com,Registro por la ESP,DIEGO YEPEZ PEÑA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FRANCISCO PIZARRO,ALCANTARILLADO,OPERATIVA,ASOCIACION DE USUARIOS AAA DE FRANCISCO PIZARRO,,NARINO,FRANCISCO PIZARRO,BARRIO SAN ANDRES - PLAZA PRINCIPAL,7271912,asofranc@gmail.com,Registro por la ESP,DIEGO YEPEZ PEÑA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FRANCISCO PIZARRO,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS AAA DE FRANCISCO PIZARRO,,NARINO,FRANCISCO PIZARRO,BARRIO SAN ANDRES - PLAZA PRINCIPAL,7271912,asofranc@gmail.com,Registro por la ESP,DIEGO YEPEZ PEÑA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FRANCISCO PIZARRO,ASEO,OPERATIVA,MUNICIPIO DE FRANCISCO PIZARRO,,NARINO,FRANCISCO PIZARRO,PARQUE PRINCIPAL,7227280,contactenos@franciscopizarro-narino.gov.co,Registro por la ESP,NICOLAS ARAGON YEPES,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,FRANCISCO PIZARRO,ACUEDUCTO,OPERATIVA,MUNICIPIO DE FRANCISCO PIZARRO,,NARINO,FRANCISCO PIZARRO,PARQUE PRINCIPAL,7227280,contactenos@franciscopizarro-narino.gov.co,Registro por la ESP,NICOLAS ARAGON YEPES,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,FUNES,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO Y ALCANTARILLADO ACUALFUNES E.S.P.,,NARINO,FUNES,3104317288,7789049,acualfunes@hotmail.com,Registro por la ESP,FRANKLIN COLON VILLOTA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FUNES,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DE AGUA DOMICILIARIA GUAPUSCAL BELLA VISTA,,NARINO,FUNES,PALACIO MUNICIPAL,7789064,contactenos@funes-narino.gov.co,Registro por la ESP,JOSE VENANCIO MALES CHAUCAMES,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FUNES,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE CHIMARRAN,,NARINO,FUNES,ALCALDIA MUNICIPAL,7789064,contactenos@funes-narino.gov.co,Registro por la ESP,OLMEDO FRANCISCO BENAVIDES AREVALO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,FUNES,ASEO,OPERATIVA,ALCALDIA MUNICPAL DE FUNES,,NARINO,FUNES,barrio residencial,7789064,alcaldia@funes-narino.gov.co,Registro por la ESP,JHON HENRY CUNDAR AREVALO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,FUNES,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,FUNES,ALCANTARILLADO,OPERATIVA,ALCALDIA MUNICPAL DE FUNES,,NARINO,FUNES,barrio residencial,7789064,alcaldia@funes-narino.gov.co,Registro por la ESP,JHON HENRY CUNDAR AREVALO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,GUACHUCAL,ASEO,OPERATIVA,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE GUACHUCAL,,NARINO,GUACHUCAL,BARRIO FUNDADORES,7778518,empaguaesp@yahoo.es,Registro por la ESP,ERIKA VIVIANA MONTENEGRO TOBAR,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUACHUCAL,ALCANTARILLADO,OPERATIVA,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE GUACHUCAL,,NARINO,GUACHUCAL,BARRIO FUNDADORES,7778518,empaguaesp@yahoo.es,Registro por la ESP,ERIKA VIVIANA MONTENEGRO TOBAR,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUACHUCAL,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,GUACHUCAL,ACUEDUCTO,OPERATIVA,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE GUACHUCAL,,NARINO,GUACHUCAL,BARRIO FUNDADORES,7778518,empaguaesp@yahoo.es,Registro por la ESP,ERIKA VIVIANA MONTENEGRO TOBAR,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA SAN NICOLAS MUNICIPIO DE GUAITARILLA,,NARINO,GUAITARILLA,VEREDA SAN NICOLAS,7433272,auasannicolas@gmail.com,Registro por la ESP,MIGUEL EDMUNDO VIVAS MADROÑERO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUAITARILLA,,NARINO,GUAITARILLA,CALLE REAL,7433176,empoguaitarilla@yahoo.com.co,Registro por la ESP,EDWIN ALEXANDER BASTIDAS PANTOJA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMMINISTRADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA SAN VICENTE MUNICIPIO DE GUATARILLA NARIÑO,,NARINO,GUAITARILLA,VEREDA SAN VICENTE,7433272,auasanvicente@gmail.com,Registro por la ESP,HECTOR FIDENCIO MARTINEZ MELO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUAITARILLA,,NARINO,GUAITARILLA,CALLE REAL,7433176,empoguaitarilla@yahoo.com.co,Registro por la ESP,EDWIN ALEXANDER BASTIDAS PANTOJA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUAITARILLA,,NARINO,GUAITARILLA,CALLE REAL,7433176,empoguaitarilla@yahoo.com.co,Registro por la ESP,EDWIN ALEXANDER BASTIDAS PANTOJA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,GUAITARILLA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA CUATRO ESQUINAS MUNICIPIO DE GUATARILLA NARIÑO,,NARINO,GUAITARILLA,vereda cuatro esquinas,7433272,auacuatroesquinas@gmail.com,Registro por la ESP,MILTON MAURICIO TORO BASANTE,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,JUNTA ADMIN ACUEDUCTO EL PLACER  SAMANIEGO,,NARINO,SAMANIEGO,EL PLACER,,,Registro por oficio,  ,,
NARINO,GUALMATAN,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,GUALMATAN,ALCANTARILLADO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA ALCANTARILALDO Y ASEO AGUAS DEL FRAILEJON,,NARINO,GUALMATAN,calle 7 con carrera 4 Esq. Barrio Jose Maria Hernandez,7790007,aguasdelfrailejon@computronix.com.co,Registro por la ESP,JORGE LUIS YEPES VILLOTA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA ACUEDUCTO LOS CEDROS GUALMATAN,,NARINO,GUALMATAN,VEREDA LOS CEDROS,3173527,edicsonharbey@hotmail.es,Registro por la ESP,ALFONSO SIGIFREDO ALFONSO ANAGUANO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO Y ALCANTARILLADO RURAL DE LA LOCALIDAD DE DOS CAMINOS MUNICIPIO DE GUALMATAN,,NARINO,GUALMATAN,VEREDA DOS CAMINOS,7790021,contactenos@gualmatan-narino.gov.co,Registro por la ESP,HIGINIO JESUS USAMA TATICUAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ASEO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA ALCANTARILALDO Y ASEO AGUAS DEL FRAILEJON,,NARINO,GUALMATAN,calle 7 con carrera 4 Esq. Barrio Jose Maria Hernandez,7790007,aguasdelfrailejon@computronix.com.co,Registro por la ESP,JORGE LUIS YEPES VILLOTA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ACUEDUCTO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA ALCANTARILALDO Y ASEO AGUAS DEL FRAILEJON,,NARINO,GUALMATAN,calle 7 con carrera 4 Esq. Barrio Jose Maria Hernandez,7790007,aguasdelfrailejon@computronix.com.co,Registro por la ESP,JORGE LUIS YEPES VILLOTA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ALCANTARILLADO,OPERATIVA,ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE CUATIS,,NARINO,GUALMATAN,corregimiento de cuatis centro,7790021,ajadaccuatis@hotmail.com,Registro por la ESP,MARIA EUGENIA NARVAEZ NARVAEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,GUALMATAN,ACUEDUCTO,OPERATIVA,ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO DE CUATIS,,NARINO,GUALMATAN,corregimiento de cuatis centro,7790021,ajadaccuatis@hotmail.com,Registro por la ESP,MARIA EUGENIA NARVAEZ NARVAEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,ILES,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,ILES,ACUEDUCTO,OPERATIVA,ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN JAVIER,,NARINO,ILES,VEREDA SAN JAVIER,8182160,jaa-sanjavier@hotmail.com,Registro por la ESP,DELIO BERTULFO PRADO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,ILES,ACUEDUCTO,OPERATIVA,REFUGIO DEL ARCO IRIS ESP SAS,,NARINO,ILES,CARRERA 14 NO 10 49,3216476,filipoarellano@yahoo.es,Registro por la ESP,FILIPO HERNAN ORTEGA ARELLANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ALCANTARILLADO,OPERATIVA,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO EL PEDREGAL,,NARINO,IMUES,PEDREGAL CENTRO HOTEL DON JULIO,8182318,asopedregalimues@gmail.com,Registro por la ESP,JULIO RODRIGO GETIAL NANDAR,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ALCANTARILLADO,OPERATIVA,"ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL CASCO URBANO",,NARINO,IMUES,PARQUE PRINCIPAL,7752101,munimues@gmail.com,Registro por la ESP,ADOLFO PORFIRIO PEREZ MORA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ALCANTARILLADO,OPERATIVA,ALCALDIA  MUNICIPAL DE IMUES,,NARINO,IMUES,Barrio María Luz  - Parque Principal,7752095,luieme1@hotmail.com,Registro por la ESP,YOMAR PISCAL NASTAR,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ACUEDUCTO,OPERATIVA,"ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL CASCO URBANO",,NARINO,IMUES,PARQUE PRINCIPAL,7752101,munimues@gmail.com,Registro por la ESP,ADOLFO PORFIRIO PEREZ MORA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ASEO,OPERATIVA,ALCALDIA  MUNICIPAL DE IMUES,,NARINO,IMUES,Barrio María Luz  - Parque Principal,7752095,luieme1@hotmail.com,Registro por la ESP,YOMAR PISCAL NASTAR,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ALCANTARILLADO,OPERATIVA,JUNTA ADMINISTRADORA DE ACUEDUCTO PILCUAN RECTA,,NARINO,IMUES,PILCUAN LA RECTA,8182360,bofegaby@yahoo.com,Registro por la ESP,FABIO EDUARDO BURBANO ORTEGA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,EMPRESA PUBLICA MUNICIPAL MIL OCHENTA,,RISARALDA,MARSELLA,MARSELLA,,,Registro por oficio,  ,,
NARINO,IMUES,ASEO,OPERATIVA,"ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL CASCO URBANO",,NARINO,IMUES,PARQUE PRINCIPAL,7752101,munimues@gmail.com,Registro por la ESP,ADOLFO PORFIRIO PEREZ MORA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO EL PEDREGAL,,NARINO,IMUES,PEDREGAL CENTRO HOTEL DON JULIO,8182318,asopedregalimues@gmail.com,Registro por la ESP,JULIO RODRIGO GETIAL NANDAR,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ACUEDUCTO,OPERATIVA,ALCALDIA  MUNICIPAL DE IMUES,,NARINO,IMUES,Barrio María Luz  - Parque Principal,7752095,luieme1@hotmail.com,Registro por la ESP,YOMAR PISCAL NASTAR,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DE ACUEDUCTO PILCUAN RECTA,,NARINO,IMUES,PILCUAN LA RECTA,8182360,bofegaby@yahoo.com,Registro por la ESP,FABIO EDUARDO BURBANO ORTEGA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IMUES,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,IPIALES,ASEO,OPERATIVA,INSTITUTO DE SERVICIOS VARIOS DE IPIALES,,NARINO,IPIALES,CRA 1 NRO 3E-140 AV.PANAMERICANA,7734408,rhiservi@hotmail.com,Registro por la ESP,OSCAR VLADIMIR DELGADO VILLOTA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
NARINO,IPIALES,ASEO,OPERATIVA,RECICLADORES UNIDOS DE IPIALES S.A.S.,,NARINO,IPIALES,carrera 4 No. 19 - 84,7759759,recicladoresunidosdeipiales@gmail.com,Registro por la ESP,JOHANA ELIZABETH BENAVIDES SANTANDER,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
NARINO,IPIALES,ASEO,OPERATIVA,CONSASA SAS ESP,,"BOGOTA, D.C.","BOGOTA, D.C.",CARRERA 7 N 73 47 OFICINA 202 EDIF ION 73,2777983,jarpiga@yahoo.com,Registro por la ESP,JAIME ARIEL PINILLA  GALINDO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
NARINO,IPIALES,ACUEDUCTO,OPERATIVA,EMPRESA DE OBRAS SANITARIAS DE LA PROVINCIA DE OBANDO,,NARINO,IPIALES,carrera 7 calle 30 barrio puenes,7733390,empoobandoesp@gmail.com,Registro por la ESP,ROBERTO JULIAN PEREZ HERNANDEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
NARINO,IPIALES,ALCANTARILLADO,OPERATIVA,EMPRESA DE OBRAS SANITARIAS DE LA PROVINCIA DE OBANDO,,NARINO,IPIALES,carrera 7 calle 30 barrio puenes,7733390,empoobandoesp@gmail.com,Registro por la ESP,ROBERTO JULIAN PEREZ HERNANDEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
NARINO,IPIALES,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA ACUEDUCTO Y OBRAS VARIAS VEREDA LAS ANIMAS IPIALES,,NARINO,IPIALES,VDA LAS ANIMAS,7734825,carmenzapedomoc@hotmail.com,Registro por la ESP,FELIX MEDARDO RUANO DIAZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,IPIALES,ACUEDUCTO,OPERATIVA,ASOCIACION JUNTA ADMONISTRADORA DE USUARIOS DEL SRVICIO DE ACUEDUCTO DEL RESGUARDO DE YARAMAL,,NARINO,IPIALES,CORREGIMIENTO YARAMAL,7753563,jauyaramal@gmail.com,Registro por la ESP,DIMAS SALVADOR MORA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,LA CRUZ,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE LA CRUZ - EMPOCRUZ E.S.P,,NARINO,LA CRUZ,Calle 6 No 8-02,7266115,empocruzesplacruzn@hotmail.com,Registro por la ESP,RODRIGO HERNAN PALACIOS DELGADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,LA CRUZ,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,LA CRUZ,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE LA CRUZ - EMPOCRUZ E.S.P,,NARINO,LA CRUZ,Calle 6 No 8-02,7266115,empocruzesplacruzn@hotmail.com,Registro por la ESP,RODRIGO HERNAN PALACIOS DELGADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,LA CRUZ,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PUBLICOS DE LA CRUZ - EMPOCRUZ E.S.P,,NARINO,LA CRUZ,Calle 6 No 8-02,7266115,empocruzesplacruzn@hotmail.com,Registro por la ESP,RODRIGO HERNAN PALACIOS DELGADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
NARINO,LA CRUZ,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO LLANO GRANDE COFRADIA ALTO CABUYAL,,NARINO,LA CRUZ,CARRERA 10 No 2 - 25 PALACIO MUNICIPAL,7266109,contactenos@lacruz-narino.gov.co,Registro por la ESP,RAMIRO MUÑOZ MUÑOZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,LA CRUZ,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO Y ALCANTARILLADO DE LA ESTANCIA MUNICIPIO DE LA CRUZ,,NARINO,LA CRUZ,VEREDA LA ESTANCIA,2726610,juntalaestancialacruz@gmail.com,Registro por la ESP,JOSE MIGUEL REALPE ORDOÑEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,LA FLORIDA,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,LA FLORIDA,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA ACUEDUCTO DE MATITUY,,NARINO,LA FLORIDA,CORREGIMIETO DE MATITUY,7287648,jaa.matituy@hotmail.com,Registro por la ESP,CARLOS ANTIDIO BURBANO  CRIOLLO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,LA FLORIDA,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL SECTOR ORIENTAL ,,NARINO,LA FLORIDA,SECTOR ORIENTAL - LA FLORIDA (NARIÑO),7231612,oscar.ramos84@gmail.com,Registro por la ESP,OSCAR ARNULFO RAMOS HERNANDEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,LA FLORIDA,ALCANTARILLADO,OPERATIVA,ASOCIACION DE USUARIOS AGUAS DE LA FLORIDA AU,,NARINO,LA FLORIDA,Cra 3 Edificio Carlos Albornoz,7213332,gracielacordoba27@yahoo.es,Registro por la ESP,HERNAN DE JESUS GOMEZ RAMOS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
